ID,Description,setSize,enrichmentScore,NES,pvalue,p.adjust,qvalue,rank,leading_edge,core_enrichment
GO:0090407,organophosphate biosynthetic process,450,-0.31458193963172093,-1.621943915653415,4.550214292560781e-7,6.401374643778192e-5,6.0420303776955983e-5,4014,"tags=37%, list=27%, signal=28%",67422/12702/18717/52710/20425/75669/67763/232086/18597/216739/69718/55980/67130/68631/192157/21915/67264/16332/66377/23971/67054/67292/224020/353172/218442/55979/12048/71743/56749/276846/78928/99010/20322/60525/53357/17869/66925/227697/66945/227197/18806/433256/14081/668212/19017/69719/22247/110074/27369/56398/68349/17449/55951/66612/13481/320655/14755/26361/171567/67512/11305/18102/17448/76500/11637/70025/269523/23917/237823/14792/270076/56208/98256/18710/319945/19210/11636/233011/78830/66416/66461/20848/17991/66355/228859/23962/66592/18707/224129/66268/66459/14705/58810/66916/78914/66108/230103/71780/104112/107197/69875/14433/226646/19204/67880/102247/52858/269951/17995/21991/50799/23827/75406/11687/18655/108147/14731/407785/18784/68563/13806/66218/104130/67273/14923/68262/22271/14450/78330/230075/18648/12716/67680/108156/66052/103711/11486/68342/11821/23918/233571/68375/20186/66495/67184/18159/76854/320685/11674/54405/102448/225887/16592/231510/14381/214253/18103/66414/21881/17855/66091/595136/54369/12709/68603/80914/18618/11514
GO:1901293,nucleoside phosphate biosynthetic process,205,-0.39576276697817747,-1.8798198734421092,4.878526231165014e-7,6.699842690799954e-5,6.323743776337207e-5,3957,"tags=46%, list=27%, signal=34%",52710/20425/67763/18597/216739/67130/21915/67264/66377/23971/67054/353172/12048/71743/56749/60525/17869/66925/66945/227197/433256/14081/19017/69719/22247/110074/27369/68349/55951/171567/18102/11637/70025/269523/23917/237823/270076/98256/319945/11636/78830/66416/20848/17991/66355/23962/66592/224129/66916/78914/66108/230103/104112/107197/69875/226646/269951/17995/50799/75406/108147/407785/13806/66218/104130/67273/14923/22271/14450/78330/230075/67680/108156/66052/11486/68342/11821/23918/68375/66495/67184/18159/320685/11674/54405/225887/14381/18103/66414/66091/595136/54369/80914/11514
GO:0006754,ATP biosynthetic process,68,-0.5685086035502567,-2.230986630201077,5.897219651558007e-7,7.910503011671298e-5,7.466443093722891e-5,3790,"tags=63%, list=25%, signal=47%",67130/67264/66377/12048/17869/66925/66945/227197/19017/68349/269523/78830/66416/20848/17991/66592/66916/66108/107197/69875/226646/17995/50799/75406/407785/13806/66218/104130/67273/78330/230075/67680/66052/68342/68375/66495/67184/11674/54405/225887/66414/66091/595136
GO:0072522,purine-containing compound biosynthetic process,182,-0.4124098867457059,-1.9147637733864358,1.1768585652516125e-6,1.5427545919025683e-4,1.4561513156653922e-4,3926,"tags=47%, list=26%, signal=35%",20425/67763/18597/216739/67130/67264/66377/23971/67054/12048/71743/66902/60525/17869/66925/66945/227197/433256/14081/19017/27369/68349/55951/171567/18102/11637/70025/269523/23917/237823/270076/108037/11636/78830/66416/20848/17991/66355/23962/66592/224129/66916/78914/66108/230103/104112/107197/69875/226646/269951/17995/66681/50799/75406/108147/407785/13806/66218/104130/67273/14923/14450/78330/230075/67680/108156/66052/11486/68342/11821/23918/68375/66495/67184/18159/11674/54405/225887/14381/18103/66414/66091/595136/54369/11514
GO:0009150,purine ribonucleotide metabolic process,253,-0.3688405706493467,-1.7852409098732775,1.7508103591130669e-6,2.2441498114142598e-4,2.1181733748146857e-4,3836,"tags=42%, list=26%, signal=31%",18597/216739/67130/56451/67264/66377/23971/67054/76952/170789/12048/71743/12015/14104/74167/12974/60525/13836/17869/66925/66945/227197/433256/14081/213484/19017/78038/56409/12257/14904/68349/55951/20917/171567/18102/76974/11637/70025/269523/23917/237823/50773/270076/18293/11636/78830/15488/66416/20848/17991/66355/228859/66592/224129/66916/66108/230103/104112/140781/107197/69875/226646/66437/102247/73724/17995/19384/50799/75406/108147/407785/19193/13806/66218/230161/104130/67273/14923/14450/78330/230075/67680/108156/66052/11486/68342/11821/23918/68375/66495/67184/18159/11674/54405/225887/18103/66414/17855/15481/66091/595136/54369/68603/227731/11514
GO:0006753,nucleoside phosphate metabolic process,390,-0.3201652966305956,-1.6165029459733782,2.7066621266499266e-6,3.3939189448949515e-4,3.203399661106046e-4,3975,"tags=40%, list=27%, signal=30%",15254/52710/66171/14571/20425/67763/18597/216739/100198/67130/56451/78920/21915/67264/67834/72962/66377/333433/23971/67054/76952/170789/353172/12048/71743/12015/56749/14104/74167/12497/12974/60525/13836/17869/66925/57319/66945/227197/433256/14081/213484/19017/69719/78038/56409/22247/78373/110074/27369/12257/14904/68349/17449/55951/20917/171567/18102/17448/76974/11637/70025/269523/23917/237823/50773/71336/270076/170718/66174/98256/319945/18293/11636/110208/50493/78830/15488/66416/20848/17991/66355/381101/228859/14198/23962/66592/224129/66916/78914/66108/12496/230103/104112/140781/107197/69875/226646/66437/103988/67880/102247/73724/269951/17995/19384/50799/75406/108147/407785/19193/64705/16828/13806/66218/230161/104130/67273/14923/22271/14450/78330/230075/15929/67680/108156/66052/11486/246703/68342/11821/23918/68375/66495/54683/67184/18159/57320/320685/11674/54405/225887/14381/18103/66414/21351/21881/17855/15481/66091/595136/54369/66422/68603/227731/80914/11514
GO:0009117,nucleotide metabolic process,383,-0.31780371306823907,-1.5987202789113903,2.766665764109921e-6,3.395346410082133e-4,3.2047469948435635e-4,3975,"tags=40%, list=27%, signal=30%",15254/52710/66171/14571/20425/67763/18597/216739/100198/67130/56451/78920/21915/67264/67834/72962/66377/333433/23971/67054/76952/170789/353172/12048/71743/12015/56749/14104/74167/12974/60525/13836/17869/66925/66945/227197/433256/14081/213484/19017/69719/78038/56409/22247/78373/110074/27369/12257/14904/68349/17449/55951/20917/171567/18102/17448/76974/11637/70025/269523/23917/237823/50773/71336/270076/170718/98256/319945/18293/11636/110208/50493/78830/15488/66416/20848/17991/66355/381101/228859/14198/23962/66592/224129/66916/78914/66108/230103/104112/140781/107197/69875/226646/66437/103988/67880/102247/73724/269951/17995/19384/50799/75406/108147/407785/19193/64705/16828/13806/66218/230161/104130/67273/14923/22271/14450/78330/230075/15929/67680/108156/66052/11486/246703/68342/11821/23918/68375/66495/54683/67184/18159/57320/320685/11674/54405/225887/14381/18103/66414/21351/21881/17855/15481/66091/595136/54369/66422/68603/227731/80914/11514
GO:0046034,ATP metabolic process,95,-0.4918989520950601,-2.0497547719356373,2.9968374607158455e-6,3.601199681960208e-4,3.3990445936013937e-4,2019,"tags=53%, list=14%, signal=46%",67130/67264/66377/12048/12015/17869/66925/66945/227197/19017/12257/68349/269523/11636/78830/66416/20848/17991/66592/66916/66108/140781/107197/69875/226646/66437/17995/50799/75406/407785/13806/66218/104130/67273/78330/230075/67680/66052/68342/68375/66495/67184/11674/54405/225887/66414/15481/66091/595136/227731
GO:0072655,establishment of protein localization to mitochondrion,88,-0.506015011005519,-2.072602177599719,3.5521352483143676e-6,4.1813706351586267e-4,3.946647369340904e-4,3820,"tags=50%, list=26%, signal=37%",231430/21856/66821/21854/66525/223696/66865/73078/66449/68653/70478/12257/17762/69821/17713/56322/11651/53600/170731/53333/15510/93757/15519/67145/67067/69934/72930/78688/68512/66437/58801/27061/12122/56462/11632/15275/30055/52838/30059/380918/67184/66169/29810/19259
GO:0019320,hexose catabolic process,33,-0.6625092536580213,-2.263569446157234,3.820869119787046e-6,4.407754616586336e-4,4.160323176323916e-4,2429,"tags=73%, list=16%, signal=61%",12015/11668/13807/12091/14751/78830/14635/14433/56421/103988/21991/56012/18655/18642/16828/13806/74246/15275/110119/18641/16548/235582/18746/11674
GO:0006839,mitochondrial transport,141,-0.4253155760994464,-1.9080506026592923,4.3625248748707545e-6,4.933930093775394e-4,4.656961538252125e-4,3820,"tags=45%, list=26%, signal=34%",231430/100310872/380705/21856/66821/100040563/21854/12048/12015/66525/71254/223696/66154/66865/66400/29816/73078/11739/105675/66449/68653/70478/12125/19164/69821/17713/234847/56322/53600/170731/53333/15510/22334/93757/15519/67145/100040531/20848/67067/69934/22654/72930/78688/68512/103172/66437/58801/27061/12122/56462/21648/12018/11740/11632/30055/52838/30059/380918/67184/66169/78806/29810/19259
GO:0007059,chromosome segregation,343,0.40742810467440804,1.6794962547442545,4.8339491312705474e-6,5.361965113301638e-4,5.060968604641958e-4,2853,"tags=27%, list=19%, signal=23%",54392/381293/268697/102920/108000/68612/20962/233406/76464/71876/75801/12316/208628/22137/20460/70891/21973/17345/12235/71988/54141/16571/237911/13605/72119/16551/12534/104271/231123/18005/21749/12442/209334/67141/66442/66311/66336/105988/215387/108907/229841/12448/211651/16580/72415/60411/70099/83815/72776/67177/100502766/68014/16581/19645/76044/12617/70385/230376/66140/73420/107995/54418/72057/226026/12447/13990/19211/57261/668880/68942/71175/14211/67733/108912/67241/83558/16563/52023/66578/193385/51944/70454/77044/12236/74201/12190/18519/228012/56150/223499/218914/233276/76789/21974
GO:0055086,nucleobase-containing small molecule metabolic process,436,-0.3087261458635406,-1.5852548025075066,5.140829087247592e-6,5.594773995329078e-4,5.280708647317686e-4,3975,"tags=38%, list=27%, signal=29%",15254/52710/66171/14571/20425/67763/18597/216739/100198/67130/56451/78920/21915/67264/67834/72962/66377/333433/23971/67054/76952/170789/353172/12048/71743/12015/56749/14104/74167/12497/12974/331026/66902/60525/13836/17869/66925/57319/66945/227197/433256/14081/13478/213484/19017/69719/78038/56409/22247/78373/57295/110074/27369/12257/14904/68349/17449/55951/20917/171567/18102/17448/76974/11637/70025/269523/23917/237823/50773/71336/270076/170718/108037/66174/98256/319945/18293/11636/110208/50493/78830/15488/66416/20848/17991/66355/381101/228859/14198/23962/66592/224129/269378/66916/78914/66108/12496/230103/104112/140781/107197/69875/226646/66437/103988/67880/102247/73724/269951/17995/66681/19384/50799/75406/108147/407785/19193/64705/16828/13806/66218/230161/104130/67273/14923/14431/22271/14450/78330/110119/230075/15929/67680/108156/66052/11486/246703/68342/11821/23918/68375/66495/54683/67184/18159/57320/320685/11674/54405/225887/14381/18103/66414/21351/21881/17855/15481/66091/595136/54369/66422/68603/227731/80914/18618/11514
GO:0070585,protein localization to mitochondrion,95,-0.4828196206074736,-2.0119209791141603,6.162537419713497e-6,6.582502932760638e-4,6.212990942447993e-4,3820,"tags=48%, list=26%, signal=36%",231430/21856/66821/21854/66525/223696/66865/73078/66449/68653/70478/12257/17762/69821/17713/56322/11651/53600/170731/53333/15510/93757/15519/228607/67145/67067/69934/72930/78688/68512/66437/58801/27061/12122/56462/11632/15275/30055/14232/52838/30059/380918/67184/66169/29810/19259
GO:0010257,NADH dehydrogenase complex assembly,53,-0.5747669996982847,-2.1507009292723005,7.2744848662409795e-6,7.492719412228208e-4,7.072111978984652e-4,4825,"tags=70%, list=32%, signal=47%",66046/108755/68194/69702/66349/69089/68202/66706/67130/67264/66821/66377/227197/68349/235169/208501/75597/17991/66916/66108/69875/226646/75406/407785/66218/104130/67273/230075/68342/68375/66495/67184/54405/225887/66414/66091/595136
GO:0032981,mitochondrial respiratory chain complex I assembly,53,-0.5747669996982847,-2.1507009292723005,7.2744848662409795e-6,7.492719412228208e-4,7.072111978984652e-4,4825,"tags=70%, list=32%, signal=47%",66046/108755/68194/69702/66349/69089/68202/66706/67130/67264/66821/66377/227197/68349/235169/208501/75597/17991/66916/66108/69875/226646/75406/407785/66218/104130/67273/230075/68342/68375/66495/67184/54405/225887/66414/66091/595136
GO:0042255,ribosome assembly,64,-0.5444244552101649,-2.118486293725644,8.983936772746219e-6,9.091113562315823e-4,8.580779499287801e-4,2832,"tags=58%, list=19%, signal=47%",50529/69902/72831/118451/67239/69821/66164/20044/224619/100503670/67941/20935/217011/20085/22596/74778/16418/14109/110816/105244208/68077/57294/19988/110954/67025/235036/20054/30946/110109/16785/20104/20103/67671/11837/54127/75617/268449
GO:0000280,nuclear division,337,0.40626645514982984,1.6712637026943569,1.1216021397893405e-5,0.0011154139900525718,0.001052799685479214,2909,"tags=29%, list=19%, signal=24%",320558/54392/381293/268697/102920/68612/20962/233406/76464/60530/13164/75801/12316/208628/22137/20698/70891/21973/17345/12235/54141/237911/72119/16551/26428/12534/104271/18005/21749/12442/209334/67141/66442/67121/66197/105988/12649/215387/108907/330149/229841/66214/232174/12448/211651/16580/72415/77744/229776/60411/70099/12159/67177/100502766/68014/16581/19645/76044/12617/70385/73420/107995/54418/19361/12447/18591/19211/18027/68942/71175/14211/108912/71836/21803/83558/83946/16563/52023/193385/51944/22418/12236/13490/74201/12190/18519/56150/623474/28193/223499/57028/218914/14609/76789/21974/14087/64707/13645
GO:0098813,nuclear chromosome segregation,255,0.42909239238794206,1.7312430820407423,1.269430440833815e-5,0.0012410296241914314,0.001171363825154771,1450,"tags=19%, list=10%, signal=18%",54392/381293/268697/102920/108000/68612/20962/233406/76464/75801/12316/208628/22137/70891/21973/12235/54141/16571/237911/13605/72119/16551/12534/104271/18005/21749/12442/209334/67141/66442/105988/215387/108907/229841/12448/211651/16580/72415/60411/70099/83815/67177/100502766/68014/16581/19645/76044/12617/70385
GO:0006163,purine nucleotide metabolic process,336,-0.31792618949479184,-1.6079628097892837,1.4437944811900192e-5,0.0013698930118505404,0.0012929934041336947,3836,"tags=39%, list=26%, signal=30%",18597/216739/100198/67130/56451/78920/67264/67834/66377/333433/23971/67054/76952/170789/12048/71743/12015/14104/74167/12974/60525/13836/17869/66925/66945/227197/433256/14081/213484/19017/78038/56409/78373/27369/12257/14904/68349/17449/55951/20917/171567/18102/17448/76974/11637/70025/269523/23917/237823/50773/71336/270076/170718/98256/18293/11636/110208/50493/78830/15488/66416/20848/17991/66355/381101/228859/14198/23962/66592/224129/66916/78914/66108/230103/104112/140781/107197/69875/226646/66437/103988/67880/102247/73724/269951/17995/19384/50799/75406/108147/407785/19193/16828/13806/66218/230161/104130/67273/14923/14450/78330/230075/15929/67680/108156/66052/11486/68342/11821/23918/68375/66495/54683/67184/18159/11674/54405/225887/14381/18103/66414/21351/21881/17855/15481/66091/595136/54369/68603/227731/11514
GO:0072521,purine-containing compound metabolic process,364,-0.3156279524300389,-1.5894294040982706,1.4487426096200235e-5,0.0013698930118505404,0.0012929934041336947,3975,"tags=40%, list=27%, signal=30%",15254/66171/14571/20425/67763/18597/216739/100198/67130/56451/78920/67264/67834/66377/333433/23971/67054/76952/170789/12048/71743/12015/14104/74167/12974/66902/60525/117591/13836/17869/66925/66945/227197/433256/14081/213484/19017/78038/56409/78373/57295/27369/12257/14904/68349/17449/55951/20917/171567/18102/17448/76974/11637/70025/269523/23917/237823/50773/71336/270076/170718/108037/98256/18293/11636/110208/50493/78830/15488/66416/20848/17991/66355/381101/228859/14198/23962/66592/224129/269378/66916/78914/66108/230103/104112/140781/107197/69875/226646/66437/103988/67880/102247/73724/269951/17995/66681/19384/50799/75406/108147/407785/19193/16828/13806/66218/230161/104130/67273/14923/14431/14450/78330/230075/15929/67680/108156/66052/11486/68342/11821/23918/68375/66495/54683/67184/18159/11674/54405/225887/14381/18103/66414/21351/21881/17855/15481/66091/595136/54369/68603/227731/18618/11514
GO:0045132,meiotic chromosome segregation,63,0.5999410933826217,2.0271762309722714,1.8050582035965094e-5,0.0016792864061846236,0.001585018850424643,2050,"tags=37%, list=14%, signal=32%",20962/75801/12316/22137/70891/21973/237911/104271/21749/12442/67141/105988/215387/229841/12448/211651/72415/70099/12617/54418/12447/19211/14211
GO:0061077,chaperone-mediated protein folding,58,-0.540983033417839,-2.0492782118598996,2.0827513186909965e-5,0.0019068745406682012,0.0017998312147485104,2195,"tags=40%, list=15%, signal=34%",12461/14998/12304/64136/52551/56812/12469/101869/12462/12465/12759/15507/14228/69387/12468/66120/15528/14227/16149/15481/81489/15511/193740
GO:0051304,chromosome separation,68,0.5892925491284972,2.016892265485125,3.1515692771719994e-5,0.0028403518110512644,0.002680907286436444,1609,"tags=31%, list=11%, signal=28%",54392/268697/68612/20962/76464/208628/22137/21973/12235/209334/67141/66442/105988/215387/229841/70099/68014/19645/76044/70385/107995
GO:0046365,monosaccharide catabolic process,40,-0.5991739889125508,-2.101604270427527,3.747749589258852e-5,0.0033256953278223166,0.0031390058098213413,2429,"tags=55%, list=16%, signal=46%",12091/15211/14751/78830/14635/14433/56421/103988/21991/56012/18655/18642/16828/13806/74246/15275/110119/18641/16548/235582/18746/11674
GO:0048285,organelle fission,390,0.3795658546411451,1.5813863822888252,5.3694563597640316e-5,0.004692579436836202,0.0044291592173364555,2909,"tags=27%, list=19%, signal=22%",320558/54392/381293/268697/102920/68612/20962/233406/76464/60530/13164/75801/12316/208628/22137/20698/70891/21973/17345/12235/54141/237911/72119/16551/26428/12534/104271/18005/21749/12442/209334/67141/66442/67121/66197/105988/12649/215387/108907/330149/229841/66214/232174/12448/211651/16580/72415/77744/229776/60411/70099/70435/12159/67177/100502766/68014/16581/114874/19645/76044/12617/70385/73420/107995/54418/19361/12447/18591/19211/18027/68942/71175/14211/108912/71836/237781/21803/83558/83946/16542/16563/52023/193385/51944/22418/12236/67453/13490/13179/74201/12190/18519/56150/623474/28193/223499/57028/218914/14609/65114/76789/21974/14087/64707/13645
GO:0022900,electron transport chain,89,-0.45394570339366064,-1.8553522346111777,5.558283375493022e-5,0.004785101270125933,0.004516487292702264,3234,"tags=54%, list=22%, signal=43%",66142/66925/67003/66945/227197/19017/27369/13063/68349/12850/66576/93757/66383/66841/12867/78830/66416/78797/12861/22272/110826/12866/66594/107197/226646/12859/17995/50799/75406/407785/12122/22273/66218/67273/12868/78330/20463/230075/12857/67680/66052/68375/66495/57320/67530/66152/225887/66414
GO:0042773,ATP synthesis coupled electron transport,61,-0.5159502094479128,-1.9842458983908358,5.95646159470751e-5,0.004979256591054046,0.004699743610652516,3234,"tags=66%, list=22%, signal=52%",66142/66925/67003/66945/227197/27369/13063/68349/12850/66576/66383/12867/66416/12861/22272/12866/66594/107197/226646/12859/17995/75406/407785/12122/22273/66218/67273/12868/78330/20463/230075/12857/67680/66052/68375/57320/67530/66152/225887/66414
GO:0042775,mitochondrial ATP synthesis coupled electron transport,61,-0.5159502094479128,-1.9842458983908358,5.95646159470751e-5,0.004979256591054046,0.004699743610652516,3234,"tags=66%, list=22%, signal=52%",66142/66925/67003/66945/227197/27369/13063/68349/12850/66576/66383/12867/66416/12861/22272/12866/66594/107197/226646/12859/17995/75406/407785/12122/22273/66218/67273/12868/78330/20463/230075/12857/67680/66052/68375/57320/67530/66152/225887/66414
GO:0140013,meiotic nuclear division,128,0.48285888363129403,1.8049393633844204,6.44653602960829e-5,0.005311945688397231,0.0050137570443810646,2886,"tags=34%, list=19%, signal=27%",320558/20962/60530/13164/75801/12316/22137/70891/21973/237911/26428/104271/21749/12442/67141/67121/66197/105988/215387/330149/229841/232174/12448/211651/72415/70099/12617/107995/54418/19361/12447/19211/14211/71836/83558/22418/12190/623474/223499/14609/21974/14087/64707
GO:0061620,glycolytic process through glucose-6-phosphate,19,-0.7146581980497679,-2.1315998141622337,7.721438701014615e-5,0.0061857303371461525,0.005838491368661929,2286,"tags=79%, list=15%, signal=67%",13807/14751/14635/14433/56421/21991/56012/18655/18642/13806/74246/15275/18641/18746/11674
GO:0030490,maturation of SSU-rRNA,45,-0.5567850235843752,-2.0413187951464034,7.703916534036982e-5,0.0061857303371461525,0.005838491368661929,3218,"tags=71%, list=22%, signal=56%",68327/217431/68966/208366/215194/217995/59014/208144/216987/67222/69499/57315/224823/213895/20826/67619/75416/73736/78651/20085/68979/104662/59028/213773/110816/66481/30946/20055/20116/53414/21771/54127
GO:0007143,female meiotic nuclear division,31,0.689406379699143,2.0287660066716993,8.797872015682528e-5,0.0069515240803365505,0.006561296909172319,816,"tags=35%, list=5%, signal=34%",320558/20962/13164/22137/21973/26428/12442/67141/67121/215387/229841
GO:0006007,glucose catabolic process,23,-0.6785059315195671,-2.091204342507246,1.0697724492377419e-4,0.008338442550274723,0.007870360039057753,2286,"tags=65%, list=15%, signal=55%",14751/78830/14433/56421/103988/21991/56012/18655/18642/16828/13806/15275/18641/18746/11674
GO:0006099,tricarboxylic acid cycle,31,-0.6279973176706485,-2.1176005487632623,1.7716208095279224e-4,0.013563213794447448,0.012801836218863093,4280,"tags=71%, list=29%, signal=51%",66072/239017/18597/56451/78920/67834/11429/12974/66925/66945/17449/20917/17448/170718/18293/104112/269951/14194/15929/67680/66052/66128
GO:0003009,skeletal muscle contraction,24,-0.669527520872135,-2.0673973731286885,1.7871086136927983e-4,0.013563213794447448,0.012801836218863093,1523,"tags=38%, list=10%, signal=34%",140781/14790/21955/11435/11937/20840/11448/15370/26556
GO:0022904,respiratory electron transport chain,81,-0.44762598887935146,-1.8046790981825216,1.917654126675102e-4,0.014364972730729855,0.013558588028931822,3234,"tags=56%, list=22%, signal=44%",66142/66925/67003/66945/227197/19017/27369/13063/68349/12850/66576/93757/66383/12867/78830/66416/12861/22272/110826/12866/66594/107197/226646/12859/17995/50799/75406/407785/12122/22273/66218/67273/12868/78330/20463/230075/12857/67680/66052/68375/57320/67530/66152/225887/66414
GO:0006605,protein targeting,274,-0.31127809807720125,-1.5251577775888376,1.9919272129371426e-4,0.014730046364386459,0.013903168077342647,4434,"tags=40%, list=30%, signal=28%",27057/27643/67713/66887/100101806/68818/71146/67095/12295/19122/76219/20818/15114/11854/13866/22628/66220/56273/17913/75669/14828/217337/21856/76709/11776/224727/19062/21854/20972/14567/11652/66525/74043/11539/67903/223696/66865/53421/19298/73078/66980/67398/66449/209018/68653/70478/22627/69821/17713/18220/20510/15461/56322/17938/22630/53600/170731/69019/53333/18412/12297/15510/20973/192950/93757/56208/269113/15519/224705/17113/20661/52551/67145/75608/67067/69934/66212/72930/78688/12568/68512/116733/66437/23991/77254/68505/24067/27061/12122/12759/56462/20813/20335/216440/11632/30055/52838/30059/67025/380918/72881/67184/66169/14275/15481/29810/330192/224055/19259
GO:1905818,regulation of chromosome separation,60,0.5722690623566395,1.9214407796447934,2.1115785031922653e-4,0.015224481008016232,0.014369847392776839,1609,"tags=30%, list=11%, signal=27%",54392/268697/68612/76464/208628/22137/12235/209334/67141/66442/215387/229841/70099/68014/19645/76044/70385/107995
GO:0022618,protein-RNA complex assembly,165,-0.35384747712040027,-1.6149388149343102,2.1106321295771664e-4,0.015224481008016232,0.014369847392776839,3094,"tags=39%, list=21%, signal=31%",20815/78784/75062/21357/68879/50529/69902/28000/72831/68988/55944/67239/67332/20044/67959/224619/20641/53817/100503670/20826/67941/15519/12729/56844/69878/27374/27981/217011/67439/20085/78688/22596/74778/16418/66405/14109/110816/105244208/68077/57294/20638/19988/110954/68011/56505/69731/20630/107686/67025/235036/20054/68845/30946/50783/110109/16785/20104/20103/67671/11837/54127/75617/22121/268449
GO:0007006,mitochondrial membrane organization,102,-0.4152143529847533,-1.7530122033851592,2.2355780486558695e-4,0.01591952368474945,0.015025873512213333,3820,"tags=46%, list=26%, signal=35%",231430/100310872/380705/66821/100040563/12048/12015/230935/66525/71254/17869/223696/66400/29816/11739/105675/68653/12125/67900/234847/56322/170731/53333/66098/22334/26889/15519/100040531/20848/67067/69934/22654/67013/78688/103172/107197/58801/12122/56462/21648/12018/11740/30055/30059/67184/216821/78806
GO:0071826,protein-RNA complex organization,173,-0.351747199787878,-1.6417355821983548,2.309058567378652e-4,0.016242255873951297,0.015330488973661602,3094,"tags=39%, list=21%, signal=31%",20815/78784/75062/21357/68879/50529/69902/28000/72831/68988/55944/67239/226419/67332/20044/67959/224619/269523/20641/53817/100503670/20826/67941/15519/12729/56844/69878/27374/27981/217011/67439/54723/20085/78688/22596/74778/16418/66405/14109/110816/105244208/68077/57294/20638/19988/110954/68011/56505/69731/20630/107686/67025/235036/20054/68845/30946/50783/110109/16785/20104/20103/67671/11837/54127/75617/22121/268449
GO:0009266,response to temperature stimulus,134,-0.37677249950046554,-1.6870687268727562,3.361923949006765e-4,0.02336334619020605,0.022051833435970822,2856,"tags=34%, list=19%, signal=27%",19016/22627/18023/224045/217715/11370/11606/16536/17762/11651/64704/269523/56454/210029/15519/72821/26400/245688/63873/216869/12767/21833/12696/69068/12310/17391/56424/19652/15507/20655/66656/381677/12955/329003/12683/15516/15551/231507/29810/81489/20264/20840/24046/15511/193740
GO:0006735,NADH regeneration,16,-0.7115259403786968,-2.0133657349124494,4.1238506362374205e-4,0.02765857031374121,0.026105943072974223,2286,"tags=81%, list=15%, signal=69%",13807/14751/14433/56421/21991/56012/18655/18642/13806/15275/18641/18746/11674
GO:0061621,canonical glycolysis,16,-0.7115259403786968,-2.0133657349124494,4.1238506362374205e-4,0.02765857031374121,0.026105943072974223,2286,"tags=81%, list=15%, signal=69%",13807/14751/14433/56421/21991/56012/18655/18642/13806/15275/18641/18746/11674
GO:0061718,glucose catabolic process to pyruvate,16,-0.7115259403786968,-2.0133657349124494,4.1238506362374205e-4,0.02765857031374121,0.026105943072974223,2286,"tags=81%, list=15%, signal=69%",13807/14751/14433/56421/21991/56012/18655/18642/13806/15275/18641/18746/11674
GO:0000028,ribosomal small subunit assembly,21,-0.6692172254789315,-2.013359149724073,4.42316237596433e-4,0.029325058143175004,0.02767888180095283,2832,"tags=86%, list=19%, signal=70%",50529/20044/67941/20085/22596/74778/14109/110816/105244208/57294/20054/30946/16785/20104/20103/67671/54127/75617
GO:0006081,cellular aldehyde metabolic process,62,-0.47131043215721186,-1.8225040862203852,5.055911802209583e-4,0.033139203721755536,0.03127891847012915,2680,"tags=42%, list=18%, signal=35%",17449/17252/11669/11304/19378/17448/56695/14651/67689/70861/109801/58810/14433/269951/21991/18655/13806/18648/103711/16548/57320/11674/21351/21881/11670/105387
GO:0071174,mitotic spindle checkpoint signaling,38,0.6072925133484329,1.8838170724276124,5.198756800402432e-4,0.033692617106428346,0.03180126572641204,1609,"tags=32%, list=11%, signal=28%",268697/76464/208628/22137/20460/12235/209334/66442/229841/68014/70385/107995
GO:0022412,cellular process involved in reproduction in multicellular organism,318,0.37735122898892376,1.5498780222496502,5.317091205479335e-4,0.03407664674800534,0.032163737678057455,2274,"tags=24%, list=15%, signal=21%",320558/213742/268697/20962/30054/60530/13164/75801/12316/22137/70891/21973/54137/17263/235320/237911/26428/74090/74052/104271/18821/12442/67141/106757/67121/207686/208908/215387/330149/67652/229841/21843/74041/320277/212670/232174/12167/332397/54486/237465/17300/12159/230594/19215/74360/545391/54004/17311/104103/72508/54418/19242/27356/20662/240255/94221/231386/19211/76073/75216/232286/280668/75202/380654/213402/103554/71836/69707/83557/97165/22764/212517/21803/104156/13382/83558
GO:0019682,glyceraldehyde-3-phosphate metabolic process,14,-0.7374740325823397,-2.0133493918571,5.956808333073886e-4,0.037674179353211025,0.03555932104803406,2680,"tags=71%, list=18%, signal=59%",17449/17448/14433/21991/18655/13806/18648/16548/21351/21881
GO:1903046,meiotic cell cycle process,149,0.4381102216722827,1.6748677954866373,6.009057733175129e-4,0.037674179353211025,0.03555932104803406,1094,"tags=17%, list=7%, signal=16%",320558/20962/60530/13164/75801/12316/22137/70891/21973/237911/26428/104271/21749/12442/67141/67121/66197/105988/215387/330149/229841/232174/12448/211651/72415/70099
GO:0072089,stem cell proliferation,104,0.4684147820424699,1.6974566290623418,6.245472209610648e-4,0.03873535882261744,0.03656093069395164,3382,"tags=40%, list=23%, signal=31%",17345/20672/14633/96875/14173/12393/21748/21843/76365/20666/14235/12159/18018/21386/214150/14165/17311/22414/12447/12606/13132/12192/19264/20319/97165/67050/21803/20429/16542/14011/22418/21812/381695/18671/20682/12190/18669/14180/18514/18028/14114/18712
GO:0007292,female gamete generation,117,0.4580917408500033,1.6924753441124107,6.430645955443727e-4,0.03945953816063768,0.03724445787408169,1900,"tags=26%, list=13%, signal=23%",320558/268697/20962/13164/75801/12316/22137/70891/21973/26428/74090/12442/67141/67121/18127/215387/330149/18783/229841/12167/332397/230594/54004/54418/19242/20662/240255/231386/19211/71567
